,100
run_1,6.571713333333332
run_2,6.307663333333333
run_3,6.522979333333333
run_4,7.086685666666667
run_5,6.870062999999999
run_6,6.023559666666666
run_7,6.0909146666666665
run_8,6.269438000000001
