,R_AAA,R_ABE,R_ADO,R_AED,R_AEI,R_AGB,R_AGS,R_AHN,R_AIQ,R_AJI,R_AJY,R_AKC,R_AKF,R_AKQ,R_ALR,R_AMJ,R_AMZ,R_ANQ,R_ANT,R_APE,R_APY,R_AQI,R_AQK,R_ASN,R_ATG,R_AUD,R_AUF,R_AUK,R_AVI,R_AVP,R_AVR,R_AXN,R_AYM,R_AZX,R_BAF,R_BAH,R_BAN,R_BBG,R_BBU,R_BDL,R_BDR,R_BFS,R_BHA,R_BHI,R_BHP,R_BIF,R_BKQ,R_BKY,R_BLB,R_BLD
R_BDR,0.9396718451378625,1.0577170190810374,1.4365411404182575,1.8644511021864343,0.781208260252097,1.448991703259374,0.9480754095294852,0.7763240825014391,1.7144269992596048,1.2311823835496187,1.445788415251378,1.6647564525410234,1.1099977415112217,1.4089439538146158,1.1029585753656768,1.0170957582567275,0.6393369566366789,1.4519456210244224,0.6127836912206311,0.7842760871225002,1.1214131468946003,1.5251352419259392,0.8743193869218988,1.2820715177115067,2.024440468476059,1.6010260229667426,0.8936904855725706,1.1670505751356988,0.833307587953728,1.1991914823272887,0.8345016482133318,1.3831321559090137,0.8814507567802359,0.7323350556483907,1.260206910489359,1.2413243594808647,1.6965945908902653,1.116141277576154,1.4110550916479077,1.0916643854746515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BFS,1.4469291065697927,1.3459188006199754,0.5008543595419681,0.3829104962517073,1.4676531750327955,1.476578288798105,1.1244665811773435,2.1041652420321904,0.7670359421585039,1.8433340745814302,1.243388782537394,1.0623112570596993,1.2377063555665342,1.5248595125442461,2.2826140117008027,1.5430699359119904,1.395331457308185,0.8736967792151158,1.8840463708550663,2.141702692818042,1.3704531213429427,1.5627867024691218,1.644961068100128,1.5407341084465005,0.38332893420329583,0.8450489572417033,1.0773523949920294,1.6663726871241558,1.5443912391479369,0.9317801455041919,2.0721188340991317,1.2313915639586797,1.8568745343238842,2.296609843836687,0.7373919819300692,1.09494318636184,2.102941647173972,1.4914236086958341,1.1513629956873823,1.0286717445994795,1.7703048444041758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BHA,0.4662943062814307,0.20685979617691594,1.3074893500192522,1.74622691606558,0.9331048641824848,0.7824099549468284,0.7610508889331371,0.953022214828658,1.4435852331703043,1.0661234212774928,0.6010426194870288,0.8757613534369193,0.7192882281631288,0.6488157377449801,0.8319472989278022,0.595839979411719,0.7238693178270602,1.7413681293118528,0.6123264265121301,0.7840499063602053,0.6192665997339787,1.0439228457178862,0.6786809838499235,0.9059042359551089,2.0492903058728658,1.828846247068316,1.1282511417616534,0.5078464878029194,0.6484693949621365,0.9665613474231287,0.9729813950890933,1.3244532695073794,0.46179335900994817,1.171152358514623,0.8144285560640159,1.2061704237485469,1.5713535002062817,0.5058945455276788,1.202807915220027,1.5331290088807659,1.127893012617574,1.853476630729524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BHI,1.3768329926638656,1.2247649644645684,0.4921691935232496,0.5883825033839247,1.2889683962188918,1.142647023465347,0.8821936378227018,1.9328570532039206,0.48033599218849804,1.908406967902013,1.0628956299240295,0.7333793270652962,0.9769305384363498,1.3770755600408011,2.1085747546130764,1.2820864928818336,1.2911930634959095,0.972769190793991,1.6904554226565731,2.0977980857719283,1.2173326649544598,1.2660222277589896,1.3865700484336798,1.4613616972860268,0.5927246491013527,0.738026243116013,0.9230949029356146,1.5323756737016667,1.481043010504625,0.7383150516832069,1.990493418173288,0.9915498605729238,1.7096402029830198,2.3738440482798633,0.7632923257876687,0.688294346821164,2.2946419810735783,1.450066708702066,1.13767583126019,0.9464668156635521,1.7631236892421582,0.4893155889485552,1.6940153257346893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BHP,1.0224332883338028,0.8700319674742532,0.7114477363988788,1.0323747947071964,1.288453951573324,0.6704355510305673,0.6223813835591876,1.5160805315300983,0.4727845608977992,1.2626955780521865,0.7210799462111295,0.5705842263945206,0.7052385240334256,0.9121970852848938,1.6541597938473889,0.8866152627988778,1.2103432765721938,1.3003333483662254,1.4301568838537353,1.6532652336002867,0.9356626061760558,0.603672217909073,1.199131495230909,0.9837588544505375,0.9769830030931208,1.0375485913370663,1.1126229366654905,1.1392852190576912,1.1875277796753427,0.2513490345643681,1.5116513019267668,0.9953272976922956,1.3188170556032617,1.8306520119806124,0.5043527849028213,1.008810223028817,1.4725756281168059,0.969800687290198,0.822549102807093,1.3185073942363723,1.6218059338776711,0.8526102796814554,1.2625536742219328,0.597044354646705,0.0,0.0,0.0,0.0,0.0,0.0
R_BIF,0.6510221931338233,0.508457409913728,0.8825624606048416,1.3458742458642454,0.8263296675870031,0.7988657991403443,0.5898685256276714,0.9043656362098371,1.249119970928127,1.088234981898877,0.7431563803963361,0.9434009879094565,0.5948013234192754,0.6692843744915565,1.0509789302876904,0.7478110524860024,0.1961070861971873,1.332704435687195,0.8701723625186977,0.9759015041671115,0.57283790805231,0.8293329422663716,0.6230703733539731,0.8364177309646932,1.613767894858495,1.4285969174167568,0.797579587634904,0.7638876764690348,0.265342102526532,0.7579884421821623,1.296029761378812,1.1737337832431283,0.6550770157833763,1.386442464174792,0.7131482972916214,0.7548967619470571,1.5794985073106749,0.5387455925569787,0.8999474019755687,1.1103874529678575,0.851227665269069,1.4821082636518614,0.6372207699013984,1.4042935796997962,1.0948384169916685,0.0,0.0,0.0,0.0,0.0
R_BKQ,0.7471560276956798,0.6699725681110188,0.7369879589624824,1.0607746954047361,1.1374883873816803,0.8055274866929166,0.14418735284049863,0.936845210563453,0.900307642120929,1.1182007520257076,0.75985805817786,0.9770137198193638,0.18430050044272245,0.7588339143562468,1.190273950120185,0.7797507877973118,0.6447454316918843,1.3231079587007373,0.922281858121101,1.1925303528878326,0.9622317601120556,0.3940448791083829,0.9762194451289343,0.6730173336081676,1.215555121422001,1.23566476577182,1.047545873237633,0.9311249748498217,0.603656997422726,0.33528890378128456,1.2185182266721173,1.1920082770070743,0.9379561457089369,1.4369734092137425,0.6349960768049149,0.4704431870858105,1.488983845755726,0.7296987574400708,0.773419779387624,1.0612221083322253,1.0810289642664968,1.0598809284052233,0.8581157528658419,0.7841675008102817,0.6595473215435524,0.6573650552529023,0.0,0.0,0.0,0.0
R_BKY,1.063986202698537,0.9251815847985905,0.5605143565128662,0.7961532575124213,1.0289921078781834,0.7370032197657749,0.46816497421946013,1.3922899838072802,0.622410908598106,1.5789582519863203,0.887017442962154,0.7887972326501543,0.5394206998633722,0.9478625725783558,1.598096084546679,0.7401873082922166,0.9075136340893359,1.02226891768724,1.11785351399921,1.657169571624583,0.9008641385430534,0.7540052654327901,0.8668895463894584,1.0147872748123437,0.8946379908603344,0.8427923734814147,0.8525777178346388,1.2364827372614675,0.9453025811063844,0.5348116952354,1.5561493919578866,0.7829084484459428,1.257633434112227,1.9299007134352504,0.654562214305024,0.48578357103986775,1.9918499968054466,1.0563695999117715,0.9245259573858992,0.8344452366279573,1.3375478666126932,0.8421301873632779,1.1704318753717984,0.5604871971593235,0.7019636851662248,0.8966235951757074,0.4862245700880129,0.0,0.0,0.0
R_BLB,1.0030590098390222,0.5726333037241851,0.87156858662473,1.4280262254742544,1.2317861609917669,0.5645870761281379,0.8295114903999573,1.3578678619716866,0.6198633233562306,1.6023144530499356,0.5532365743704131,0.27938655483009533,0.7993539525839777,0.5805566792477237,1.586067817754156,0.8135368853013293,1.0241573404358286,1.6405548597938906,1.269254590879316,1.6868670811610698,0.5469914920831687,0.9633711072637621,0.8857694998765953,1.1281939012033968,1.44368775669375,1.3036779586932101,1.1585773888945938,0.9730966404797897,0.9440991924797062,0.8516443565034311,1.7671825317559682,0.9119326322423434,1.1103031233449987,2.3047536300877005,0.5505499891595665,1.192301237987851,2.1382950006380512,0.8035294739577405,1.0847976885731077,1.4626802084058006,1.6929129452595175,1.3572246384900295,0.7798948286008055,1.1695958024724145,0.7102612078194723,0.8027139563481109,0.9372733247613454,0.904519984781449,0.0,0.0
R_BLD,0.6760564589865763,0.628676233088802,0.8917877184331655,1.294885970283968,0.5999994248429079,0.9658986252981214,0.6553504588843896,0.9879018909748615,1.264433299357153,1.0920648575461944,0.8757782534873361,1.11966863769859,0.6737898400010668,0.8400015068346047,1.0462153471699212,0.7400945460877234,0.08035308888258685,1.012924193190915,0.763209938325543,0.8889149634125894,0.641969466175668,0.9666223034760828,0.5776761863797722,0.9207045347642946,1.4261943959572967,1.203546673896272,0.5609454648014919,0.8457606640701896,0.33326400206720463,0.8016147259797225,1.136978173077093,1.0893155606071059,0.6289033213718356,1.1200257739540045,0.8602579740143241,0.7436382175427965,1.5451937462049434,0.7136752624170825,0.9705732083607193,0.7861000870310186,0.6087494826303979,1.298667914296923,0.7513887806514272,1.236346083533771,1.1929754855413468,0.2384615483114767,0.6889387763547645,0.8999220995107146,1.0272863584356569,0.0
