,R_AAA,R_ABE,R_ADO,R_AED,R_AEI,R_AGB,R_AGS,R_AHN,R_AIQ,R_AJI,R_AJY,R_AKC,R_AKF,R_AKQ,R_ALR,R_AMJ,R_AMZ,R_ANQ,R_ANT,R_APE,R_APY,R_AQI,R_AQK,R_ASN,R_ATG,R_AUD,R_AUF,R_AUK,R_AVI,R_AVP,R_AVR,R_AXN,R_AYM,R_AZX,R_BAF,R_BAH,R_BAN,R_BBG,R_BBU,R_BDL,R_BDR,R_BFS,R_BHA,R_BHI,R_BHP,R_BIF,R_BKQ,R_BKY,R_BLB,R_BLD
R_AJY,0.23162262982279672,0.15197450245184344,0.3280288156532777,0.32605193921892894,0.4467591278324568,0.22071009378617307,0.17731026256730437,0.362528606533719,0.40598293308197075,0.3891998395204973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AKC,0.49511242911327685,0.2830490884556772,0.16843968591913555,0.22799679901129077,0.3917018306750984,0.20625683381822585,0.24246007094228839,0.6152645253917653,0.15200454180385808,0.7095374765447192,0.20626684578126198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AKF,0.35466057644964044,0.2243659639497494,0.3405252265758596,0.3425021030102162,0.5524839694222486,0.31679836952250995,0.04340984318193364,0.40204920760224927,0.44124165535869697,0.5205876077458989,0.14474787246788226,0.26811374115191255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AKQ,0.4027991348283601,0.21427344580628896,0.4148835490821642,0.42015833427082516,0.662734964653716,0.30471395873161133,0.2171092946137657,0.48105133336653666,0.520145867546508,0.5657949906718437,0.18816272336280235,0.25967018084853144,0.19538935334680294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ALR,0.17729524289126683,0.34242207533534197,0.7591250609498974,0.7790553953351986,0.5639223119111019,0.566391055366469,0.5027205877457788,0.2227120053224974,0.8399241956545235,0.2568782873081229,0.4056149631726107,0.6638197992566517,0.5151061361076208,0.6022959929979084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AMJ,0.23159259393368714,0.29582836240743127,0.5988531086676973,0.6380518066477585,0.4887833245230183,0.28224909102565676,0.36549300985613714,0.32701421360178096,0.6723132109395115,0.3673658592451819,0.2315675588317172,0.37636049379051234,0.37635548607756747,0.38992974974635763,0.344533018167003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AMZ,0.41501840586910166,0.38988923586839797,0.37413363298351016,0.4306228982092526,0.2967273826326553,0.37935450928876274,0.32351294431094996,0.4479157795945647,0.48744564757174935,0.6008072758047583,0.3229862667297369,0.4005327567614557,0.34390621056673387,0.43381003048493194,0.4505422170260838,0.3649463083488514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ANQ,0.9553569260916553,0.8369889896728804,0.3671810876656795,0.4232459710238601,0.4493215215043406,0.6047398621368318,0.6536975530708905,1.0333371076013982,0.38453527939517324,1.1783066429220879,0.6934203468882337,0.4445436439432959,0.7167625763079072,0.8192904625314397,1.0559078089025216,0.7441938499973807,0.5438671412251392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ANT,0.239589181995641,0.3242778946759518,0.49372195328030855,0.48825809581569524,0.22873171348717514,0.4176243470757804,0.34999846773640286,0.29388652957514233,0.5187992383144969,0.4416641745397504,0.28809968919094575,0.4106116681700933,0.3746159545443775,0.46429652135476174,0.2878518017344453,0.2677507754925898,0.21063259878165425,0.6614044435681466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_APE,0.25839817953802247,0.4368231618132381,0.8405526393276356,0.893537572339401,0.557082207899869,0.6283356100556083,0.5936637190193786,0.26993088110869407,0.9497361064261647,0.3511335470212786,0.4853962290582312,0.7382991975203056,0.6048042454984001,0.6750044424068331,0.10494383617135801,0.438787567946643,0.47248881737897763,1.084245448522381,0.29749233646057843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_APY,0.4727917077971421,0.26491993439813005,0.38500791825393166,0.4011001921283205,0.4385442909127475,0.31915219902351216,0.3211440951339077,0.5959629957857628,0.4320086201376148,0.687689726243897,0.22147504415118463,0.26608179372645663,0.3264038606465634,0.34568486206942806,0.6122948378912705,0.4184143290798348,0.3710056025088308,0.6623962435035358,0.4340945347931514,0.6415543149863252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AQI,0.4026650684310391,0.27577739944372276,0.3975343685285484,0.4158950867523604,0.5902371446846175,0.3256689461706749,0.11218047811838591,0.4385453231814266,0.49089082596560957,0.5432062928606839,0.22149507154021456,0.3003582211571782,0.12302793120090172,0.22432591263471632,0.5377500278129981,0.37998131688909076,0.36647864147351406,0.7425284257855105,0.3894227022638096,0.6296815984488859,0.3446014710179484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AQK,0.4143452301256549,0.40696510003610725,0.44319337572500195,0.49879747136802144,0.23881421620467924,0.4082910685766797,0.3842519441204309,0.47310825441459653,0.5480461489326585,0.6156242883587291,0.33481621602731665,0.3860194180894646,0.4038659468057941,0.4880480092938961,0.45116882524214774,0.3418653549391927,0.18455691994024334,0.5350255716603868,0.22707274714699527,0.45967449636223345,0.2526957395634053,0.43878412966630626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ASN,0.3219240686378483,0.31483651276416075,0.5336404886549672,0.5265367313965188,0.6681249799936119,0.3183037462457927,0.25767828473817145,0.38986349775876383,0.625862054808601,0.3181236095646777,0.2560443500370113,0.3597917839844227,0.22796676312221886,0.26418001567218896,0.4741669935674737,0.3190531762283122,0.4592413489987138,0.9043924813475422,0.42673995262514963,0.5775108249781685,0.4616645671390489,0.26692184247154926,0.5298639725526438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
