,250,500,750,1000,1250,1500,1750,2000,2250,2500,2750,3000
run_1,0.7619219999999999,3.1043719999999997,6.992915,12.120977,18.780734000000002,26.590516,37.539981999999995,47.825207999999996,65.216611,75.052061,90.184291,109.023882
run_2,0.762753,3.146923,7.04621,12.034628,18.771478,26.612911,37.480161,49.979863,62.835955999999996,75.33430200000001,90.50415699999999,109.028191
run_3,0.76899,3.137241,6.97036,12.6326,18.839341,26.475244999999997,37.682294,48.116225,62.765854000000004,75.078453,90.31164100000001,108.878151
run_4,0.781405,3.103918,7.056781,12.054161,18.673294000000002,27.719826,38.970871,48.076662999999996,65.251179,75.334433,90.399328,108.672322
run_5,0.780582,3.1584470000000002,6.6834880000000005,12.028512,18.892677,27.868339,37.585197,48.179185000000004,62.666863,75.24549400000001,89.912502,108.862808
run_6,0.774844,3.096271,7.2063939999999995,12.665865,18.788111999999998,26.538493000000003,37.742056000000005,47.978055999999995,62.772037,74.924688,89.917812,108.756109
run_7,0.8240780000000001,3.2467560000000004,6.7523100000000005,12.143685999999999,18.762055,26.522062000000002,37.512869,50.223822999999996,62.61154500000001,74.965212,90.40485,109.002805
run_8,0.8070060000000001,3.090403,7.015479,12.196275,18.6946,27.650355,37.443269,48.339219,62.898022,75.170122,90.07086799999999,108.70449400000001
run_9,0.8101009999999998,3.126735,6.726537,12.596129000000001,18.793208,27.65456,37.631257,48.093000999999994,62.765802,74.99893200000001,90.12647100000001,108.90148400000001
run_10,0.788207,3.2905270000000004,6.6961129999999995,12.700358999999999,18.7198,27.722828,39.027907,48.168149,62.672126000000006,78.168658,90.022935,116.873582
