,300,600,900,1200,1500,1800,2100,2400,2700,3000
run_1,0.7730879999999999,3.0960229999999997,6.9260150000000005,11.722929,19.107909,27.113920999999998,37.750966,48.564636,62.586339,75.748018
run_2,0.7649940000000001,3.133718,6.998331,11.799427999999999,19.160923,26.888502,38.484962,48.724672,63.258658000000004,74.487794
run_3,0.7616080000000001,3.074763,7.018146,11.784989,19.179849,27.170561,37.921267,48.790637000000004,62.288316,74.47284
run_4,0.7645620000000001,3.0310889999999997,6.78741,12.00052,19.137898,27.150163,37.705426,48.815793,62.184444,74.374741
run_5,0.759593,3.126278,6.781727,11.709593,19.481488,27.028952,37.751514,48.857137,63.094848999999996,74.862912
run_6,0.767116,3.0536950000000003,6.876853,12.040727,19.107121,26.965412,37.482129,48.830122,63.165532,74.717409
run_7,0.7484209999999999,3.1591180000000003,6.98196,11.813468,19.652478,27.231257,37.43351,48.675908,63.36004700000001,74.07968799999999
run_8,0.748622,3.1178489999999996,6.826271,11.832292,19.301609,26.941174,37.865572,48.869948,62.532540000000004,74.942481
run_9,0.732995,3.099084,6.6634400000000005,12.022959,19.397583,27.086772,38.551189,48.729341,62.665381,74.197039
run_10,0.745481,3.057928,6.82626,12.059977,19.151902,27.725982000000002,38.094054,48.709396,62.492233,73.923776
