,300,600,900,1200,1500,1800,2100,2400,2700,3000
run_1,4.154419,18.090268,39.958496000000004,67.490471,107.09226,156.28657600000003,221.152782,293.314103,348.427722,437.155582
run_2,4.135871,17.430217000000003,38.414264,67.727506,107.150962,162.43346200000002,221.10914,293.689954,349.53712,437.57645199999996
run_3,4.111435999999999,18.183185,38.43009,67.673451,106.968363,156.09974300000002,221.266416,293.402144,349.19242599999995,437.59499200000005
run_4,4.098876000000001,17.435199,38.343498000000004,67.52687300000001,107.137207,156.03026400000002,211.978622,293.208212,347.581203,437.23515000000003
run_5,4.071707,17.591881,38.420393999999995,67.658163,106.822679,156.12570399999998,211.92175899999998,293.355821,363.353782,436.552822
run_6,4.158647,18.099817,38.283184999999996,67.89157399999999,106.77290599999999,155.92483000000001,212.857179,293.708549,349.719897,438.31349
run_7,4.189763999999999,17.393182,38.409909,67.83283,106.49857,156.445761,212.44558099999998,293.887814,348.816673,437.294279
run_8,4.337307999999999,18.255546000000002,38.425309,67.90021300000001,107.073616,156.826807,212.72985,293.755897,362.35079,470.474022
run_9,4.323151999999999,18.199262,38.524056,67.736904,106.959415,156.059405,212.020958,293.154409,348.162006,436.878166
run_10,4.1397770000000005,18.179579,39.873540999999996,67.58628399999999,106.71734000000001,155.991986,221.342533,293.464371,348.41512,437.316483
