,K_ABP,K_AFB,K_AFI,K_AFJ,K_AGF,K_AGH,K_AGL,K_AHV,K_AIA,K_AID,K_AIE,K_AJL,K_AKF,K_AKG,K_ALX,K_AMC,K_AMI,K_ANF,K_ANI,K_API,K_APJ,K_AQB,K_AQE,K_AQN,K_AQU,K_ARL,K_ARU,K_ASX,K_ATK,K_AWC,K_AWX,K_AXF,K_AYP,K_AZM,K_AZU,K_BAM,K_BBX,K_BDE,K_BES,K_BHH,K_BHO,K_BHQ,K_BIP,K_BIQ,K_BJU,K_BJX,K_BKM,K_BLA,K_BLJ,K_BLU
K_AYP,0.040701715708028496,0.040701715708028496,0.08257879105451896,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.040701715708028496,0.040701715708028496,0.1411877965338647,0.11616916122859458,0.11616916122859458,0.11389872961849047,0.11389872961849047,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11616916122859458,0.11616916122859458,0.11616916122859458,0.11244734159736695,0.09990298085636391,0.09990298085636391,0.09990298085636391,0.09317935832276139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AZM,0.040701715708028496,0.040701715708028496,0.08257879105451896,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.040701715708028496,0.040701715708028496,0.1411877965338647,0.11616916122859458,0.11616916122859458,0.11389872961849047,0.11389872961849047,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11616916122859458,0.11616916122859458,0.11616916122859458,0.11244734159736695,0.09990298085636391,0.09990298085636391,0.09990298085636391,0.09317935832276139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AZU,0.040701715708028496,0.040701715708028496,0.08257879105451896,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.040701715708028496,0.040701715708028496,0.1411877965338647,0.11616916122859458,0.11616916122859458,0.11389872961849047,0.11389872961849047,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11616916122859458,0.11616916122859458,0.11616916122859458,0.11244734159736695,0.09990298085636391,0.09990298085636391,0.09990298085636391,0.09317935832276139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BAM,0.040701715708028496,0.040701715708028496,0.08257879105451896,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.05673129306021873,0.040701715708028496,0.040701715708028496,0.1411877965338647,0.11616916122859458,0.11616916122859458,0.11389872961849047,0.11389872961849047,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11616916122859458,0.11616916122859458,0.11616916122859458,0.11244734159736695,0.09990298085636391,0.09990298085636391,0.09990298085636391,0.09317935832276139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BBX,0.07506622311947907,0.07506622311947907,0.04729717849176709,0.09707181814637209,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.07506622311947907,0.07506622311947907,0.09173099727583808,0.03736546307201685,0.03736546307201685,0.03736546307201685,0.03736546307201685,0.07399939408481239,0.07399939408481239,0.07399939408481239,0.07399939408481239,0.025185778497989086,0.025185778497989086,0.02793897635509483,0.049466613852462156,0.08994854053614232,0.08994854053614232,0.05258384530983398,0.052720576384071856,0.09086430592814548,0.09086430592814548,0.09086430592814548,0.09086430592814548,0.09086430592814548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BDE,0.07531383444544669,0.07531383444544669,0.061478294484032386,0.09707181814637209,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.09640237847215671,0.07531383444544669,0.07531383444544669,0.1103085542004926,0.045320820773357647,0.04539465449620036,0.045320820773357647,0.045320820773357647,0.08104942999843943,0.08104942999843943,0.08104942999843943,0.08104942999843943,0.02521533023977149,0.02521533023977149,0.02793897635509483,0.036812069506268474,0.08994854053614232,0.08964123867860317,0.06341877971341764,0.056433250137205154,0.09086430592814548,0.09086430592814548,0.09086430592814548,0.09086430592814548,0.09086430592814548,0.024057268711070633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BES,0.13899916774793808,0.13899916774793808,0.10223633054432983,0.10223633054432983,0.10246486068467639,0.10246486068467639,0.10246486068467639,0.10246486068467639,0.10223633054432983,0.10246486068467639,0.10223633054432983,0.10246486068467639,0.13899916774793808,0.13899916774793808,0.09013573891826436,0.07071152507446286,0.07071152507446286,0.07034202076699796,0.07034202076699796,0.034842799310178786,0.034842799310178786,0.034842799310178786,0.034842799310178786,0.08849551243057024,0.08849551243057024,0.08849551243057024,0.12149880471548109,0.05046782480623451,0.04631380085579441,0.02982074924313272,0.04579330915897571,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.07242941110503959,0.08849551243057024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BHH,0.13899916774793808,0.13899916774793808,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10246486068467639,0.10223633054432983,0.10246486068467639,0.10223633054432983,0.13899916774793808,0.13899916774793808,0.0709816860379054,0.07034202076699796,0.07034202076699796,0.07034202076699796,0.07034202076699796,0.034059224800487675,0.034059224800487675,0.034059224800487675,0.034059224800487675,0.08866224817297819,0.08866224817297819,0.08866224817297819,0.12149880471548109,0.0655782839500119,0.0655782839500119,0.034754767910653676,0.04579330915897571,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.07242941110503959,0.08866224817297819,0.034842799310178786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BHO,0.1420267538365394,0.1420267538365394,0.11485534129133183,0.11485534129133183,0.11479914004630662,0.11479914004630662,0.11479914004630662,0.11479914004630662,0.11479914004630662,0.11479914004630662,0.11479914004630662,0.11479914004630662,0.1420267538365394,0.1420267538365394,0.07096792268665672,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.019842028734306537,0.019842028734306537,0.019867555364791747,0.019842028734306537,0.08104942999843943,0.08104942999843943,0.08104942999843943,0.11757996813850151,0.0655782839500119,0.0655782839500119,0.034754767910653676,0.0316479774238107,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.11757996813850151,0.07399939408481239,0.08104942999843943,0.0348868065713032,0.034059224800487675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BHQ,0.13899916774793808,0.13899916774793808,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10223633054432983,0.10246486068467639,0.10223633054432983,0.10246486068467639,0.10223633054432983,0.13899916774793808,0.13899916774793808,0.0709816860379054,0.07034202076699796,0.07034202076699796,0.07034202076699796,0.07034202076699796,0.034059224800487675,0.034059224800487675,0.034059224800487675,0.034059224800487675,0.08866224817297819,0.08866224817297819,0.08866224817297819,0.12149880471548109,0.0655782839500119,0.0655782839500119,0.034783160373842166,0.04579330915897571,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.12149880471548109,0.07242941110503959,0.08866224817297819,0.034842799310178786,0.0107843608946516,0.034059224800487675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BIP,0.08162861966732908,0.08162861966732908,0.040591643526239986,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.03812787489151799,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.08257879105451896,0.07593931633954706,0.05889349310451856,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.04000962460233721,0.04539465449620036,0.07117615130900318,0.07106536383248621,0.08202218649247127,0.07106536383248621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BIQ,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.03999880399736616,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.0268661848766574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BJU,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.04000962460233721,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.026778068699444834,0.006141241462661441,0.0,0.0,0.0,0.0,0.0,0.0
K_BJX,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.03999880399736616,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.0268661848766574,0.0,0.006141241462661441,0.0,0.0,0.0,0.0,0.0
K_BKM,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.03999880399736616,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.0268661848766574,0.0,0.006141241462661441,0.0,0.0,0.0,0.0,0.0
K_BLA,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.03999880399736616,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.0268661848766574,0.0,0.006141241462661441,0.0,0.0,0.0,0.0,0.0
K_BLJ,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.04000962460233721,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.0268661848766574,0.002602663991276783,0.006141241462661441,0.002602663991276783,0.002602663991276783,0.002602663991276783,0.0,0.0
K_BLU,0.08162861966732908,0.08162861966732908,0.03697187192386427,0.09065287580615133,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.09065287580615133,0.09057996864965877,0.08162861966732908,0.08162861966732908,0.08478648316881152,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.0380879799837512,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.08169933694762295,0.045320820773357647,0.045320820773357647,0.045320820773357647,0.06169228358971416,0.0825486752892409,0.07593931633954706,0.058977676772483646,0.06512815274881316,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.08257879105451896,0.03999880399736616,0.04539465449620036,0.07034202076699796,0.07034202076699796,0.08169933694762295,0.07034202076699796,0.0268661848766574,0.0,0.006141241462661441,0.0,0.0,0.0,0.002602663991276783,0.0
