,K_ABP,K_AFB,K_AFI,K_AFJ,K_AGF,K_AGH,K_AGL,K_AHV,K_AIA,K_AID,K_AIE,K_AJL,K_AKF,K_AKG,K_ALX,K_AMC,K_AMI,K_ANF,K_ANI,K_API,K_APJ,K_AQB,K_AQE,K_AQN,K_AQU,K_ARL,K_ARU,K_ASX,K_ATK,K_AWC,K_AWX,K_AXF,K_AYP,K_AZM,K_AZU,K_BAM,K_BBX,K_BDE,K_BES,K_BHH,K_BHO,K_BHQ,K_BIP,K_BIQ,K_BJU,K_BJX,K_BKM,K_BLA,K_BLJ,K_BLU
K_AIE,0.5912983258169494,0.5912983258169494,57.369252815215766,0.0,0.15142329516627384,0.15429138173032406,0.15142329516627384,0.16276435892402952,0.02883255739727769,0.15142329516627384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AJL,0.5687132626841347,0.5687132626841347,55.56899061710486,0.15142329516627384,0.0,0.0028680865640502147,0.0,0.007479054338920328,0.15142329516627384,0.0,0.15142329516627384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AKF,0.013959970612561969,0.013959970612561969,58.24178350206653,0.5861677041870981,0.5687132626841347,0.5715813492481849,0.5687132626841347,0.5629022797809765,0.557371573786276,0.5687132626841347,0.5861677041870981,0.5687132626841347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AKG,0.0,0.0,58.24178350206653,0.5912983258169494,0.5687132626841347,0.5715813492481849,0.5687132626841347,0.5629022797809765,0.5696634729630758,0.5687132626841347,0.5912983258169494,0.5687132626841347,0.013959970612561969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_ALX,2.9660678272277656,2.9660678272277656,134.16133417819202,2.8457708256395797,2.726249234483512,2.847559142572709,2.726249234483512,2.4394252469275477,2.967080733728777,2.726249234483512,2.9642672012432625,2.607752858879829,2.9660678272277656,2.9660678272277656,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AMC,2.823389772742298,2.823389772742298,33.500406542248854,2.9394213606911674,2.8833084842927605,2.8833084842927605,2.8833084842927605,2.8572312948981997,2.952007263510672,2.8833084842927605,2.9490886231265145,2.8810261388121807,2.821204741358965,2.823389772742298,2.791847638767802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AMI,2.7850084456187605,2.7850084456187605,33.41822947851971,2.855950850283355,2.7969698873208975,2.7993677820045546,2.7969698873208975,2.7731750434069173,2.867951012019389,2.7969698873208975,2.8650323716352317,2.7969698873208975,2.782823414235428,2.7850084456187605,2.681048389501014,0.08920668353591299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_ANF,3.553110846022421,3.553110846022421,33.71072333764159,3.66239075334082,3.619763850574965,3.6317635897604883,3.619763850574965,3.5858523781110225,3.6754408144999937,3.619763850574965,3.6726345101812488,3.609647222025003,3.550925814639088,3.553110846022421,3.0538930669610074,0.07059471314642575,0.15980139668233873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_ANI,3.553110846022421,3.553110846022421,33.71072333764159,3.66239075334082,3.619763850574965,3.6317635897604883,3.619763850574965,3.5858523781110225,3.6754408144999937,3.619763850574965,3.6726345101812488,3.609647222025003,3.550925814639088,3.553110846022421,3.0538930669610074,0.07059471314642575,0.15980139668233873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_API,4.103277466713929,4.103277466713929,45.81209556600932,3.9630501627964505,3.9273487321732214,3.9302168187372715,3.9273487321732214,3.905856273504679,3.9605280713277886,3.9273487321732214,3.973317935090956,3.9273487321732214,4.1034584607673255,4.103277466713929,3.0881708906151055,2.703358385172158,2.4892165849038284,2.881875789065735,2.881875789065735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_APJ,3.7797990364428595,3.7797990364428595,45.48021326818174,3.641435637263382,3.6057342066401525,3.6086022932042026,3.6057342066401525,3.58424174797161,3.63891354579472,3.6057342066401525,3.6493585208510444,3.6057342066401525,3.7799800304962554,3.7797990364428595,3.073088616062508,2.58679744253027,2.3847625235236087,2.8205901950275174,2.8205901950275174,0.05230082666376781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AQB,3.7797990364428595,3.7797990364428595,45.48021326818174,3.641435637263382,3.6057342066401525,3.6086022932042026,3.6057342066401525,3.58424174797161,3.63891354579472,3.6057342066401525,3.6493585208510444,3.6057342066401525,3.7799800304962554,3.7797990364428595,3.073088616062508,2.58679744253027,2.3847625235236087,2.8205901950275174,2.8205901950275174,0.05230082666376781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_AQE,3.7797990364428595,3.7797990364428595,45.48021326818174,3.641435637263382,3.6057342066401525,3.6086022932042026,3.6057342066401525,3.58424174797161,3.63891354579472,3.6057342066401525,3.6493585208510444,3.6057342066401525,3.7799800304962554,3.7797990364428595,3.073088616062508,2.58679744253027,2.3847625235236087,2.8205901950275174,2.8205901950275174,0.05230082666376781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
