,K_ABP,K_AFB,K_AFI,K_AFJ,K_AGF,K_AGH,K_AGL,K_AHV,K_AIA,K_AID,K_AIE,K_AJL,K_AKF,K_AKG,K_ALX,K_AMC,K_AMI,K_ANF,K_ANI,K_API,K_APJ,K_AQB,K_AQE,K_AQN,K_AQU,K_ARL,K_ARU,K_ASX,K_ATK,K_AWC,K_AWX,K_AXF,K_AYP,K_AZM,K_AZU,K_BAM,K_BBX,K_BDE,K_BES,K_BHH,K_BHO,K_BHQ,K_BIP,K_BIQ,K_BJU,K_BJX,K_BKM,K_BLA,K_BLJ,K_BLU
K_AZU,0.5139946221392511,0.5139946221392511,40.30338291450159,0.5123958935116256,0.5612671333142546,0.5612671333142546,0.5612671333142546,0.5612671333142546,0.5410370761195481,0.5326259507063321,0.5983571177405534,0.5326259507063321,0.5139946221392511,0.5139946221392511,2.0,2.0,2.0,1.788510526711749,1.7283905112445952,2.6064839714814116,2.6064839714814116,1.9304518809968176,1.9304518809968176,2.4500736330574404,2.4500736330574404,2.5420997831743835,1.4343533086804947,9.47275423006739,1.434171851835202,2.2254149536542385,1.329673100712322,1.4676528712819426,0.028650451820322047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BAM,0.4269253683178859,0.4269253683178859,35.96930875348412,0.4584035476587568,0.4693251114192492,0.4693251114192492,0.4693251114192492,0.4693251114192492,0.4606177563051974,0.4671109027728086,0.4606368942855587,0.4671109027728086,0.4269253683178859,0.4269253683178859,2.0,2.0,2.0,1.7137286259091788,1.7283905112445952,2.4323630867062582,2.4323630867062582,1.8002662870590824,1.8002662870590824,2.3142436851705837,2.3142436851705837,2.397923636846983,1.4016379248654427,9.446215417233647,1.4076330390014606,2.058266062791193,1.3031342878785808,1.4495930481299426,0.0,0.028650451820322047,0.028650451820322047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BBX,0.4269253683178859,0.4269253683178859,35.96930875348412,0.4584035476587568,0.4693251114192492,0.4693251114192492,0.4693251114192492,0.4693251114192492,0.4606177563051974,0.4671109027728086,0.4606368942855587,0.4671109027728086,0.4269253683178859,0.4269253683178859,2.0,2.0,2.0,1.7137286259091788,1.7283905112445952,2.4323630867062582,2.4323630867062582,1.8002662870590824,1.8002662870590824,2.3142436851705837,2.3142436851705837,2.397923636846983,1.4016379248654427,9.446215417233647,1.4076330390014606,2.058266062791193,1.3031342878785808,1.4495930481299426,0.0,0.028650451820322047,0.028650451820322047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BDE,2.223499600578194,2.223499600578194,25.039132530610242,2.2529490206285123,2.2650907806941865,2.2650907806941865,2.2650907806941865,2.2650907806941865,2.2551617793410967,2.263901378420665,2.244601216337318,2.263901378420665,2.223499600578194,2.223499600578194,2.0,2.0,2.0,0.9853124811394096,1.958970588128428,0.8110472585167492,0.7994558760834611,1.5461458198606766,1.5477701153460464,1.7665485984539633,1.7665485984539633,1.780995172025154,0.3766436628429477,5.089618694589105,0.6340760982959757,3.048585948583856,0.7906811114970922,1.436490810851256,1.6246003792413226,1.703105308743433,1.703105308743433,1.6246003792413226,1.6246003792413226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BES,2.02671500250273,2.02671500250273,25.02298451640906,2.0625009234044898,2.0685572578782403,2.0685572578782403,2.0685572578782403,2.0685572578782403,2.063690325678011,2.0685572578782403,2.054153119113296,2.0685572578782403,2.02671500250273,2.02671500250273,2.0,2.0,2.0,0.9161518297067405,1.9056280038190576,0.7554129676908141,0.7438215852575261,1.454698071332273,1.4563223668176428,1.6718983252753383,1.6718983252753383,1.6999386296462862,0.3692057577162491,5.066032775261225,0.626638193169277,2.965027312988045,0.7634031263404399,1.3462716831541632,1.470912085720019,1.5395660822866164,1.5395660822866164,1.470912085720019,1.470912085720019,0.027277985156652265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BHH,2.0613040539935157,2.0613040539935157,32.94810601053885,2.0189152951159692,2.0477925605882956,2.0477925605882956,2.0477925605882956,2.0477925605882956,2.021115380387096,2.04562633417047,2.022888295159261,2.04562633417047,2.0613040539935157,2.0613040539935157,2.0,2.0,2.0,1.1337602576713208,1.9056280038190578,1.5630203903723512,1.5630203903723512,0.4316666124060348,0.43679979452150924,0.7477359998902546,0.7477359998902546,0.7556496837704625,1.6110469922940096,3.662103519840437,1.6566271834533826,1.2709808326847263,1.2358221207289157,0.7222103480409165,1.478758017247269,1.5391492796585413,1.5391492796585413,1.478758017247269,1.478758017247269,1.3916660455124197,1.3233436274412615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BHO,2.0465680844263843,2.0465680844263843,36.68340521445395,2.003022998514863,2.073064766639221,2.073064766639221,2.073064766639221,2.073064766639221,2.005189224932689,2.056601115711948,2.058560165435552,2.056601115711948,2.0465680844263843,2.0465680844263843,2.0,2.0,2.0,1.0656569640269522,1.9056280038190578,1.4915230579250713,1.4915230579250713,0.4554025135249134,0.4605356956403878,0.7398594659429387,0.7398594659429387,0.7477731498231464,1.5712242402902115,3.6222807678366387,1.6112096706691972,1.4605644882798376,1.157247374788431,0.6692183569547303,1.478758017247269,1.5104988278382194,1.5104988278382194,1.478758017247269,1.478758017247269,1.3377087401232857,1.2576928038307107,0.031612435066194544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BHQ,2.0613040539935157,2.0613040539935157,32.94810601053885,2.0189152951159692,2.0477925605882956,2.0477925605882956,2.0477925605882956,2.0477925605882956,2.021115380387096,2.04562633417047,2.022888295159261,2.04562633417047,2.0613040539935157,2.0613040539935157,2.0,2.0,2.0,1.1337602576713208,1.9056280038190578,1.5630203903723512,1.5630203903723512,0.4316666124060348,0.43679979452150924,0.7477359998902546,0.7477359998902546,0.7556496837704625,1.6110469922940096,3.662103519840437,1.6566271834533826,1.2709808326847263,1.2358221207289157,0.7222103480409165,1.478758017247269,1.5391492796585413,1.5391492796585413,1.478758017247269,1.478758017247269,1.3916660455124197,1.3233436274412615,0.0,0.031612435066194544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BIP,2.5791196547012554,2.5791196547012554,31.321125330527114,2.534827883397412,2.5499487158938265,2.5499487158938265,2.5499487158938265,2.5499487158938265,2.534827883397412,2.5499487158938265,2.5409110951697462,2.5499487158938265,2.5791196547012554,2.5791196547012554,2.0,2.0,2.0,1.2203988643342805,1.8545960649217337,1.785754444229703,1.785754444229703,0.12952739423288628,0.13979375846383513,0.2512654031193905,0.2512654031193905,0.2512654031193905,2.015728033673295,6.919256501411007,1.9936050295078016,1.4781912042221363,1.5184114664104618,1.0654991025181575,1.9676352327343527,2.0854096173121484,2.0854096173121484,1.9676352327343527,1.9676352327343527,1.7020803192516207,1.6415533704423693,0.4879230106415858,0.4800464766942698,0.4879230106415858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BIQ,2.4605617313609174,2.4605617313609174,31.200516772916256,2.4150762716106575,2.430197104107072,2.430197104107072,2.430197104107072,2.430197104107072,2.4150762716106575,2.430197104107072,2.4211594833829913,2.430197104107072,2.4605617313609174,2.4605617313609174,2.0,2.0,2.0,1.1960650072763968,1.8545960649217337,1.7445978444848358,1.7445978444848358,0.15787560631291586,0.1681419705438647,0.2796136151994201,0.2796136151994201,0.2796136151994201,1.9747411091358502,6.885817848101996,1.95614981311499,1.429425282668134,1.4723436453813035,1.0185502122953969,1.859853279100613,1.9776276636784085,1.9776276636784085,1.859853279100613,1.859853279100613,1.6671882399460232,1.5765151324514524,0.46315486319629673,0.46223898773682753,0.46315486319629673,0.0283482120800296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_BJU,2.285941633713046,2.285941633713046,27.359527581138327,2.325676626829954,2.3066593597277345,2.3066593597277345,2.3066593597277345,2.3066593597277345,2.327841403313923,2.3066593597277345,2.3196718045963665,2.3066593597277345,2.285941633713046,2.285941633713046,2.0,2.0,2.0,0.8849039527473991,1.9064152636123735,0.3016087926900491,0.290017410256761,1.3438435431657043,1.3440845247894455,1.6144738608884315,1.6144738608884315,1.6303754097302625,0.8069559664138305,6.581319004710587,0.8087372395155861,2.8722670834896,0.895298180490518,1.319920457570845,1.6631889435865392,1.7912345239506526,1.7912345239506526,1.6631889435865392,1.6631889435865392,0.629707999714993,0.5847130678902102,1.3220267118425868,1.2660904276474767,1.3220267118425868,1.4956635769150146,1.4359394315850762,0.0,0.0,0.0,0.0,0.0,0.0
K_BJX,2.31781243581133,2.31781243581133,29.740072010570806,2.336086522886914,2.3617138657483814,2.3617138657483814,2.3617138657483814,2.3617138657483814,2.3382527493047403,2.3595490892644118,2.4329166658606693,2.3595490892644118,2.31781243581133,2.31781243581133,2.0,2.0,2.0,0.5630047290754766,1.7986333099786336,0.42730845407547147,0.41571707164218336,1.1536709776048242,1.1560150999406336,1.4384025262440125,1.4384025262440125,1.456015354233949,0.7926458107599985,7.858700489262545,0.9133516755534183,3.0122507149988484,0.7642295131524063,1.1141765144596185,1.701590557126479,1.8108366186057836,1.8108366186057836,1.701590557126479,1.701590557126479,0.5990161233250358,0.554021191500253,1.2014735473825984,1.1333702537382297,1.2014735473825984,1.3713753158262776,1.3149660869144504,0.13075846070640734,0.0,0.0,0.0,0.0,0.0
K_BKM,2.4321360182165237,2.4321360182165237,27.367897746043226,2.4718890972455654,2.4545772251214037,2.4545772251214037,2.4545772251214037,2.4545772251214037,2.4740891825166917,2.452410998703578,2.4658842750119785,2.452410998703578,2.4321360182165237,2.4321360182165237,2.0,2.0,2.0,0.8990247348411796,1.9064152636123735,0.2874880105962685,0.2990793930295566,1.3568037236122366,1.3570447052359778,1.6257227621868586,1.6257227621868586,1.6416243110286897,0.8185473488471185,6.600551507359744,0.8203286219488741,2.930814477939439,0.9068895629238061,1.331511840004133,1.809383328090017,1.957766053403808,1.957766053403808,1.809383328090017,1.809383328090017,0.6438287818087736,0.5988338499839907,1.3576513667833887,1.2878374608588339,1.3576513667833887,1.5086237573615469,1.4482633369758124,0.014120782093780555,0.13982044347920294,0.0,0.0,0.0,0.0
K_BLA,2.353561272276039,2.353561272276039,27.358017642758043,2.3940055559796116,2.3749446226291537,2.3749446226291537,2.3749446226291537,2.3749446226291537,2.3961717823974378,2.3727798461451846,2.3880007337460247,2.3727798461451846,2.353561272276039,2.353561272276039,2.0,2.0,2.0,0.8874333524078916,1.9064152636123735,0.2990793930295566,0.2874880105962685,1.3469229534591345,1.3471639350828757,1.6158426589016759,1.6158426589016759,1.631744207743507,0.8185473488471185,6.595852777126934,0.8203286219488741,2.9001883074335018,0.9068895629238061,1.3302482713350432,1.730808582149532,1.8687050954491582,1.8687050954491582,1.730808582149532,1.730808582149532,0.6322373993754855,0.5872424675507026,1.3384337332325238,1.277956690705732,1.3384337332325238,1.497032374928259,1.4373082295983206,0.002529399660492486,0.12822906104591486,0.01159138243328807,0.0,0.0,0.0
K_BLJ,2.353561272276039,2.353561272276039,27.358017642758043,2.393330124246247,2.3756200543625194,2.3756200543625194,2.3756200543625194,2.3756200543625194,2.3954963506640725,2.3734552778785494,2.38732530201266,2.3734552778785494,2.353561272276039,2.353561272276039,2.0,2.0,2.0,0.8874333524078916,1.9064152636123735,0.2990793930295566,0.2874880105962685,1.3452123411789487,1.34545332280269,1.6158426589016759,1.6158426589016759,1.631744207743507,0.8185473488471185,6.595199644983762,0.8169737545211271,2.9002970536886155,0.9035346954960592,1.331511840004133,1.730808582149532,1.8687050954491582,1.8687050954491582,1.730808582149532,1.730808582149532,0.6322373993754855,0.5872424675507026,1.3391428283206606,1.2762460784255458,1.3391428283206606,1.497032374928259,1.4373082295983206,0.002529399660492486,0.12822906104591486,0.01159138243328807,0.0,0.0,0.0
